category,budget_max,duration,budget_per_day,requirement_title
Frontend Developer,3805,59,64.49,Build and Bundle Config
Frontend Developer,1679,87,19.3,Accessibility Audit Report
Frontend Developer,3836,61,62.89,Accessibility Audit Report
Frontend Developer,7101,41,173.2,Accessibility Audit Report
Frontend Developer,11894,27,440.52,Accessibility Audit Report
Frontend Developer,1487,87,17.09,Accessibility Audit Report
Frontend Developer,3915,63,62.14,Accessibility Audit Report
Frontend Developer,1552,91,17.05,Error Boundary Strategy
Frontend Developer,3960,59,67.12,Error Boundary Strategy
Frontend Developer,6927,38,182.29,Error Boundary Strategy
Frontend Developer,12080,26,464.62,Error Boundary Strategy
Frontend Developer,1522,92,16.54,Error Boundary Strategy
Frontend Developer,3857,59,65.37,Error Boundary Strategy
Backend Developer,2159,92,23.47,API Versioning Strategy
Backend Developer,5079,63,80.62,API Versioning Strategy
Backend Developer,9087,53,171.45,API Versioning Strategy
Backend Developer,18141,43,421.88,API Versioning Strategy
Backend Developer,1926,89,21.64,API Versioning Strategy
Backend Developer,5185,63,82.3,API Versioning Strategy
Frontend Developer,1572,87,18.07,PWA Manifest and Config
Frontend Developer,4192,59,71.05,PWA Manifest and Config
Frontend Developer,7045,43,163.84,PWA Manifest and Config
Frontend Developer,11969,31,386.1,PWA Manifest and Config
Frontend Developer,1325,89,14.89,PWA Manifest and Config
Frontend Developer,4105,57,72.02,PWA Manifest and Config
UI/UX Designer,1812,75,24.16,Motion Design Spec
UI/UX Designer,4690,52,90.19,Motion Design Spec
UI/UX Designer,7335,39,188.08,Motion Design Spec
UI/UX Designer,11819,23,513.87,Motion Design Spec
UI/UX Designer,2063,77,26.79,Motion Design Spec
UI/UX Designer,4699,57,82.44,Motion Design Spec
UI/UX Designer,2170,78,27.82,Icon Set Source Files
UI/UX Designer,4442,55,80.76,Icon Set Source Files
UI/UX Designer,7653,36,212.58,Icon Set Source Files
UI/UX Designer,12087,29,416.79,Icon Set Source Files
UI/UX Designer,2141,74,28.93,Icon Set Source Files
UI/UX Designer,4452,53,84.0,Icon Set Source Files
DevOps Engineer,1862,67,27.79,SSL and TLS Certificate Plan
DevOps Engineer,4424,60,73.73,SSL and TLS Certificate Plan
DevOps Engineer,8113,40,202.82,SSL and TLS Certificate Plan
DevOps Engineer,18141,35,518.31,SSL and TLS Certificate Plan
DevOps Engineer,1979,63,31.41,SSL and TLS Certificate Plan
DevOps Engineer,4625,61,75.82,SSL and TLS Certificate Plan
DevOps Engineer,1853,64,28.95,Runbook Documentation
DevOps Engineer,4400,55,80.0,Runbook Documentation
DevOps Engineer,8063,43,187.51,Runbook Documentation
DevOps Engineer,17859,38,469.97,Runbook Documentation
DevOps Engineer,1907,66,28.89,Runbook Documentation
DevOps Engineer,4402,58,75.9,Runbook Documentation
UI/UX Designer,2061,76,27.12,Competitor UX Analysis
UI/UX Designer,4671,57,81.95,Competitor UX Analysis
UI/UX Designer,7346,37,198.54,Competitor UX Analysis
UI/UX Designer,12110,26,465.77,Competitor UX Analysis
UI/UX Designer,1943,76,25.57,Competitor UX Analysis
UI/UX Designer,4669,55,84.89,Competitor UX Analysis
Mobile App Developer,2405,82,29.33,Biometric Auth Specification
Mobile App Developer,4946,59,83.83,Biometric Auth Specification
Mobile App Developer,8919,47,189.77,Biometric Auth Specification
Mobile App Developer,16074,34,472.76,Biometric Auth Specification
Mobile App Developer,2357,83,28.4,Biometric Auth Specification
Mobile App Developer,5145,63,81.67,Biometric Auth Specification
UI/UX Designer,1916,77,24.88,Heuristic Evaluation Report
UI/UX Designer,4578,58,78.93,Heuristic Evaluation Report
UI/UX Designer,7692,38,202.42,Heuristic Evaluation Report
UI/UX Designer,11928,24,497.0,Heuristic Evaluation Report
UI/UX Designer,1921,72,26.68,Heuristic Evaluation Report
UI/UX Designer,4538,53,85.62,Heuristic Evaluation Report
UI/UX Designer,1895,77,24.61,Information Architecture Doc
UI/UX Designer,4417,52,84.94,Information Architecture Doc
UI/UX Designer,7536,39,193.23,Information Architecture Doc
UI/UX Designer,12184,27,451.26,Information Architecture Doc
UI/UX Designer,1991,78,25.53,Information Architecture Doc
UI/UX Designer,4368,57,76.63,Information Architecture Doc
UI/UX Designer,2148,78,27.54,Content Audit Document
UI/UX Designer,4375,53,82.55,Content Audit Document
UI/UX Designer,7443,37,201.16,Content Audit Document
UI/UX Designer,11885,23,516.74,Content Audit Document
UI/UX Designer,2084,77,27.06,Content Audit Document
UI/UX Designer,4519,56,80.7,Content Audit Document
DevOps Engineer,1846,62,29.77,SLA and SLO Definitions
DevOps Engineer,4393,60,73.22,SLA and SLO Definitions
DevOps Engineer,8003,40,200.07,SLA and SLO Definitions
DevOps Engineer,18140,41,442.44,SLA and SLO Definitions
DevOps Engineer,1899,62,30.63,SLA and SLO Definitions
DevOps Engineer,4553,60,75.88,SLA and SLO Definitions
DevOps Engineer,2156,68,31.71,Incident Post-Mortem Template
DevOps Engineer,4549,56,81.23,Incident Post-Mortem Template
DevOps Engineer,8045,43,187.09,Incident Post-Mortem Template
DevOps Engineer,17899,36,497.19,Incident Post-Mortem Template
DevOps Engineer,1979,68,29.1,Incident Post-Mortem Template
DevOps Engineer,4693,56,83.8,Incident Post-Mortem Template
DevOps Engineer,1946,63,30.89,Cost Optimization Report
DevOps Engineer,4395,55,79.91,Cost Optimization Report
DevOps Engineer,8124,43,188.93,Cost Optimization Report
DevOps Engineer,17803,41,434.22,Cost Optimization Report
DevOps Engineer,2057,62,33.18,Cost Optimization Report
DevOps Engineer,4683,57,82.16,Cost Optimization Report
DevOps Engineer,2139,65,32.91,Log Aggregation Setup
DevOps Engineer,4477,57,78.54,Log Aggregation Setup
DevOps Engineer,8179,39,209.72,Log Aggregation Setup
DevOps Engineer,17978,37,485.89,Log Aggregation Setup
DevOps Engineer,1900,65,29.23,Log Aggregation Setup
DevOps Engineer,4622,55,84.04,Log Aggregation Setup
DevOps Engineer,1967,63,31.22,Cloud Resource Tagging Policy
DevOps Engineer,4342,58,74.86,Cloud Resource Tagging Policy
DevOps Engineer,8084,43,188.0,Cloud Resource Tagging Policy
DevOps Engineer,17811,41,434.41,Cloud Resource Tagging Policy
DevOps Engineer,2101,63,33.35,Cloud Resource Tagging Policy
DevOps Engineer,4552,57,79.86,Cloud Resource Tagging Policy
Backend Developer,2041,89,22.93,Third-Party API Contracts
Backend Developer,5014,62,80.87,Third-Party API Contracts
Backend Developer,8889,51,174.29,Third-Party API Contracts
Backend Developer,17889,42,425.93,Third-Party API Contracts
Backend Developer,1914,87,22.0,Third-Party API Contracts
Backend Developer,5190,65,79.85,Third-Party API Contracts
Backend Developer,9113,51,178.69,Third-Party API Contracts
Frontend Developer,1413,91,15.53,Font and Icon License Files
Frontend Developer,3874,61,63.51,Font and Icon License Files
Frontend Developer,7175,40,179.38,Font and Icon License Files
Frontend Developer,12016,29,414.34,Font and Icon License Files
Frontend Developer,1548,90,17.2,Font and Icon License Files
Frontend Developer,4193,61,68.74,Font and Icon License Files
Frontend Developer,6991,39,179.26,Font and Icon License Files
UI/UX Designer,1976,74,26.7,Dark Mode Design Spec
UI/UX Designer,4335,53,81.79,Dark Mode Design Spec
UI/UX Designer,7395,41,180.37,Dark Mode Design Spec
UI/UX Designer,11989,27,444.04,Dark Mode Design Spec
UI/UX Designer,2067,72,28.71,Dark Mode Design Spec
UI/UX Designer,4482,56,80.04,Dark Mode Design Spec
UI/UX Designer,7578,35,216.51,Dark Mode Design Spec
DevOps Engineer,2154,62,34.74,Compliance and Audit Log Setup
DevOps Engineer,4585,55,83.36,Compliance and Audit Log Setup
DevOps Engineer,8168,44,185.64,Compliance and Audit Log Setup
DevOps Engineer,17883,35,510.94,Compliance and Audit Log Setup
DevOps Engineer,2141,66,32.44,Compliance and Audit Log Setup
DevOps Engineer,4486,57,78.7,Compliance and Audit Log Setup
DevOps Engineer,7976,42,189.9,Compliance and Audit Log Setup
Backend Developer,19000,38,500.0,Authentication and Security
Backend Developer,19000,38,500.0,GDPR Compliance Checklist
Backend Developer,17000,40,425.0,Authentication and Security
Backend Developer,17000,40,425.0,GDPR Compliance Checklist
Backend Developer,16000,38,421.05,Microservices Architecture Doc
Backend Developer,16000,38,421.05,Data Anonymization Plan
Backend Developer,15000,36,416.67,Authentication and Security
Backend Developer,15000,36,416.67,Database Migration Plan
Backend Developer,14000,35,400.0,GDPR Compliance Checklist
Backend Developer,14000,35,400.0,Caching Strategy Document
Backend Developer,13000,38,342.11,API Versioning Strategy
Backend Developer,13000,38,342.11,Queue Architecture Doc
Backend Developer,12000,36,333.33,Authentication and Security
Backend Developer,12000,36,333.33,Error Handling Standards
Backend Developer,11000,35,314.29,GDPR Compliance Checklist
Backend Developer,11000,35,314.29,Database Migration Plan
Backend Developer,10000,50,200.0,Authentication and Security
Backend Developer,10000,50,200.0,API Documentation
Backend Developer,9500,48,197.92,Rate Limiting Policy
Backend Developer,9500,48,197.92,Webhook Integration Guide
Backend Developer,9000,50,180.0,GDPR Compliance Checklist
Backend Developer,9000,50,180.0,Caching Strategy Document
Backend Developer,8500,48,177.08,Authentication and Security
Backend Developer,8500,48,177.08,Background Jobs Specification
Backend Developer,8000,50,160.0,API Versioning Strategy
Backend Developer,8000,50,160.0,Search and Indexing Strategy
Backend Developer,6500,68,95.59,Rate Limiting Policy
Backend Developer,6500,68,95.59,Pagination Standard
Backend Developer,6000,66,90.91,Webhook Integration Guide
Backend Developer,6000,66,90.91,Third-Party API Contracts
Backend Developer,5500,64,85.94,Background Jobs Specification
Backend Developer,5500,64,85.94,Search and Indexing Strategy
Backend Developer,5000,62,80.65,API Response Envelope Standard
Backend Developer,5000,62,80.65,Error Handling Standards
Backend Developer,2800,88,31.82,Health Check Endpoint Spec
Backend Developer,2800,88,31.82,API Response Envelope Standard
Backend Developer,2200,85,25.88,Health Check Endpoint Spec
Backend Developer,1800,92,19.57,Health Check Endpoint Spec
Backend Developer,1600,95,16.84,Environment Parity Checklist
Backend Developer,1400,92,15.22,Health Check Endpoint Spec
Backend Developer,1100,88,12.5,Health Check Endpoint Spec
Backend Developer,950,85,11.18,Project Scope Statement
Backend Developer,20000,42,476.19,Authentication and Security
Backend Developer,18500,44,420.45,GDPR Compliance Checklist
Backend Developer,7500,52,144.23,Caching Strategy Document
Backend Developer,7000,55,127.27,Microservices Architecture Doc
Backend Developer,4200,60,70.0,Pagination Standard
Backend Developer,3500,82,42.68,Health Check Endpoint Spec
Backend Developer,16500,39,423.08,Queue Architecture Doc
Backend Developer,10500,52,201.92,Authentication and Security
Backend Developer,6800,70,97.14,Search and Indexing Strategy
Backend Developer,3000,86,34.88,API Response Envelope Standard
Backend Developer,21000,44,477.27,Authentication and Security
Backend Developer,21000,44,477.27,GDPR Compliance Checklist
Backend Developer,13500,37,364.86,Database Migration Plan
Backend Developer,9200,49,187.76,API Versioning Strategy
Backend Developer,5800,63,92.06,Webhook Integration Guide
Backend Developer,2500,82,30.49,Health Check Endpoint Spec
Backend Developer,11500,40,287.5,Authentication and Security
Backend Developer,7800,54,144.44,Error Handling Standards
Backend Developer,4600,58,79.31,Rate Limiting Policy
Backend Developer,1700,90,18.89,Health Check Endpoint Spec
DevOps Engineer,22000,36,611.11,Secrets Management Policy
DevOps Engineer,22000,36,611.11,SLA and SLO Definitions
DevOps Engineer,20000,36,555.56,SSL and TLS Certificate Plan
DevOps Engineer,20000,36,555.56,Compliance and Audit Log Setup
DevOps Engineer,18000,36,500.0,Disaster Recovery Plan
DevOps Engineer,18000,36,500.0,Backup and Restore Test Results
DevOps Engineer,16000,35,457.14,Container Security Baseline
DevOps Engineer,16000,35,457.14,Multi-Region Deployment Plan
DevOps Engineer,15000,34,441.18,Secrets Management Policy
DevOps Engineer,15000,34,441.18,Kubernetes Cluster Config
DevOps Engineer,14000,33,424.24,SLA and SLO Definitions
DevOps Engineer,14000,33,424.24,Alerting and On-Call Runbook
DevOps Engineer,13000,32,406.25,SSL and TLS Certificate Plan
DevOps Engineer,13000,32,406.25,Compliance and Audit Log Setup
DevOps Engineer,12000,32,375.0,Disaster Recovery Plan
DevOps Engineer,12000,32,375.0,Container Security Baseline
DevOps Engineer,11000,30,366.67,Secrets Management Policy
DevOps Engineer,11000,30,366.67,Observability Stack Architecture
DevOps Engineer,10000,44,227.27,Observability Stack Architecture
DevOps Engineer,10000,44,227.27,SLA and SLO Definitions
DevOps Engineer,9500,44,215.91,Secrets Management Policy
DevOps Engineer,9500,44,215.91,Rollback Decision Playbook
DevOps Engineer,9000,46,195.65,SSL and TLS Certificate Plan
DevOps Engineer,9000,46,195.65,Load Testing Report
DevOps Engineer,8500,45,188.89,Disaster Recovery Plan
DevOps Engineer,8500,45,188.89,Network Topology Diagram
DevOps Engineer,8000,44,181.82,Container Security Baseline
DevOps Engineer,8000,44,181.82,Backup and Restore Test Results
DevOps Engineer,6800,65,104.62,CI/CD Pipeline Configuration
DevOps Engineer,6800,65,104.62,Log Aggregation Setup
DevOps Engineer,6200,65,95.38,Runbook Documentation
DevOps Engineer,6200,65,95.38,Incident Post-Mortem Template
DevOps Engineer,5500,62,88.71,Cost Optimization Report
DevOps Engineer,5500,62,88.71,Cloud Resource Tagging Policy
DevOps Engineer,5000,60,83.33,Infrastructure Architecture
DevOps Engineer,5000,60,83.33,SSL and TLS Certificate Plan
DevOps Engineer,2800,62,45.16,Docker and Container Config
DevOps Engineer,2500,62,40.32,Docker and Container Config
DevOps Engineer,2200,60,36.67,CI/CD Pipeline Configuration
DevOps Engineer,1800,65,27.69,Environment Parity Checklist
DevOps Engineer,1600,65,24.62,Docker and Container Config
DevOps Engineer,1300,68,19.12,Docker and Container Config
DevOps Engineer,1100,70,15.71,Environment Parity Checklist
DevOps Engineer,900,68,13.24,Docker and Container Config
DevOps Engineer,24000,38,631.58,Secrets Management Policy
DevOps Engineer,24000,38,631.58,SLA and SLO Definitions
DevOps Engineer,19000,37,513.51,SSL and TLS Certificate Plan
DevOps Engineer,17500,36,486.11,Compliance and Audit Log Setup
DevOps Engineer,10500,46,228.26,Observability Stack Architecture
DevOps Engineer,7500,43,174.42,Disaster Recovery Plan
DevOps Engineer,6000,64,93.75,Incident Post-Mortem Template
DevOps Engineer,4200,58,72.41,Runbook Documentation
DevOps Engineer,2600,64,40.63,Docker and Container Config
DevOps Engineer,21500,40,537.5,Container Security Baseline
DevOps Engineer,13500,34,397.06,Kubernetes Cluster Config
DevOps Engineer,9200,45,204.44,Backup and Restore Test Results
DevOps Engineer,6500,66,98.48,Log Aggregation Setup
DevOps Engineer,3200,60,53.33,CI/CD Pipeline Configuration
DevOps Engineer,16800,36,466.67,Multi-Region Deployment Plan
DevOps Engineer,8200,43,190.7,SLA and SLO Definitions
DevOps Engineer,5200,60,86.67,Cost Optimization Report
DevOps Engineer,2000,62,32.26,Docker and Container Config
DevOps Engineer,11800,32,368.75,Alerting and On-Call Runbook
DevOps Engineer,7200,44,163.64,Network Topology Diagram
DevOps Engineer,4500,56,80.36,Cloud Resource Tagging Policy
DevOps Engineer,1500,66,22.73,Docker and Container Config
Mobile App Developer,19000,32,593.75,Biometric Auth Specification
Mobile App Developer,19000,32,593.75,App Permissions Justification
Mobile App Developer,18000,33,545.45,Mobile Security Checklist
Mobile App Developer,18000,33,545.45,Mobile CI/CD Pipeline Config
Mobile App Developer,17000,34,500.0,Biometric Auth Specification
Mobile App Developer,17000,34,500.0,Deep Linking Configuration
Mobile App Developer,15000,33,454.55,App Permissions Justification
Mobile App Developer,15000,33,454.55,Analytics Event Tracking Spec
Mobile App Developer,14000,32,437.5,Mobile Security Checklist
Mobile App Developer,14000,32,437.5,Crash Reporting Setup
Mobile App Developer,13000,32,406.25,Biometric Auth Specification
Mobile App Developer,13000,32,406.25,App Onboarding Flow Spec
Mobile App Developer,12000,30,400.0,App Permissions Justification
Mobile App Developer,12000,30,400.0,Mobile Security Checklist
Mobile App Developer,11000,30,366.67,Push Notification Strategy
Mobile App Developer,11000,30,366.67,App Store Assets Package
Mobile App Developer,10000,44,227.27,Biometric Auth Specification
Mobile App Developer,10000,44,227.27,Analytics Event Tracking Spec
Mobile App Developer,9500,44,215.91,App Permissions Justification
Mobile App Developer,9000,44,204.55,Mobile Security Checklist
Mobile App Developer,8500,44,193.18,Crash Reporting Setup
Mobile App Developer,8000,42,190.48,Deep Linking Configuration
Mobile App Developer,7500,42,178.57,Push Notification Strategy
Mobile App Developer,7000,40,175.0,App Onboarding Flow Spec
Mobile App Developer,6000,63,95.24,Beta Testing Plan
Mobile App Developer,6000,63,95.24,In-App Review Strategy
Mobile App Developer,5500,62,88.71,Localization String Files
Mobile App Developer,5000,60,83.33,Offline Mode Specification
Mobile App Developer,4500,58,77.59,Background Task Specification
Mobile App Developer,4000,56,71.43,App Store Assets Package
Mobile App Developer,3800,56,67.86,Beta Testing Plan
Mobile App Developer,3500,58,60.34,In-App Review Strategy
Mobile App Developer,2800,82,34.15,Device and OS Target List
Mobile App Developer,2500,82,30.49,Device and OS Target List
Mobile App Developer,2000,78,25.64,Background Task Specification
Mobile App Developer,1800,82,21.95,Device and OS Target List
Mobile App Developer,1500,82,18.29,Offline Mode Specification
Mobile App Developer,1200,85,14.12,Device and OS Target List
Mobile App Developer,1000,88,11.36,Background Task Specification
Mobile App Developer,900,86,10.47,Device and OS Target List
Mobile App Developer,20000,33,606.06,Biometric Auth Specification
Mobile App Developer,16500,35,471.43,Mobile Security Checklist
Mobile App Developer,10500,46,228.26,App Permissions Justification
Mobile App Developer,8200,42,195.24,Analytics Event Tracking Spec
Mobile App Developer,6500,65,100.0,Localization String Files
Mobile App Developer,4200,57,73.68,Offline Mode Specification
Mobile App Developer,2600,80,32.5,Device and OS Target List
Mobile App Developer,21000,35,600.0,Biometric Auth Specification
Mobile App Developer,13500,33,409.09,Deep Linking Configuration
Mobile App Developer,9200,43,213.95,Mobile Security Checklist
Mobile App Developer,6800,66,103.03,In-App Review Strategy
Mobile App Developer,3200,56,57.14,Beta Testing Plan
Mobile App Developer,17500,34,514.71,App Permissions Justification
Mobile App Developer,7800,41,190.24,Crash Reporting Setup
Mobile App Developer,5200,60,86.67,Background Task Specification
Mobile App Developer,1600,84,19.05,Device and OS Target List
Mobile App Developer,11500,32,359.38,Push Notification Strategy
Mobile App Developer,8800,45,195.56,App Store Assets Package
Mobile App Developer,5800,64,90.63,Beta Testing Plan
Mobile App Developer,2300,80,28.75,Offline Mode Specification
Full Stack Developer,26000,42,619.05,Logging and Audit Trail Spec
Full Stack Developer,26000,42,619.05,Payment Gateway Integration Doc
Full Stack Developer,24000,42,571.43,User Roles and Permissions Matrix
Full Stack Developer,24000,42,571.43,Multi-tenancy Architecture Doc
Full Stack Developer,22000,42,523.81,Real-Time Feature Spec
Full Stack Developer,22000,42,523.81,Session Management Policy
Full Stack Developer,20000,40,500.0,Logging and Audit Trail Spec
Full Stack Developer,20000,40,500.0,Infrastructure as Code Setup
Full Stack Developer,18000,40,450.0,Payment Gateway Integration Doc
Full Stack Developer,18000,40,450.0,Admin Panel Requirements
Full Stack Developer,16000,38,421.05,User Roles and Permissions Matrix
Full Stack Developer,16000,38,421.05,Deployment Checklist
Full Stack Developer,14000,36,388.89,Logging and Audit Trail Spec
Full Stack Developer,14000,36,388.89,Real-Time Feature Spec
Full Stack Developer,12000,34,352.94,Payment Gateway Integration Doc
Full Stack Developer,12000,34,352.94,Feature Flag Configuration
Full Stack Developer,11000,48,229.17,Logging and Audit Trail Spec
Full Stack Developer,11000,48,229.17,Admin Panel Requirements
Full Stack Developer,10000,46,217.39,Payment Gateway Integration Doc
Full Stack Developer,10000,46,217.39,User Roles and Permissions Matrix
Full Stack Developer,9500,46,206.52,Real-Time Feature Spec
Full Stack Developer,9000,46,195.65,Session Management Policy
Full Stack Developer,8500,44,193.18,Infrastructure as Code Setup
Full Stack Developer,8000,44,181.82,Deployment Checklist
Full Stack Developer,7000,68,102.94,Search Feature Requirements
Full Stack Developer,7000,68,102.94,File Upload Specification
Full Stack Developer,6500,68,95.59,Email and Notification Templates
Full Stack Developer,6000,68,88.24,Onboarding Flow Documentation
Full Stack Developer,5500,66,83.33,Localization and i18n Plan
Full Stack Developer,5000,64,78.13,Feature Flag Configuration
Full Stack Developer,4500,64,70.31,Search Feature Requirements
Full Stack Developer,4000,62,64.52,File Upload Specification
Full Stack Developer,3200,88,36.36,Database ERD
Full Stack Developer,2800,86,32.56,Project Scope Statement
Full Stack Developer,2400,84,28.57,Database ERD
Full Stack Developer,2000,82,24.39,Environment Parity Checklist
Full Stack Developer,1600,80,20.0,Project Scope Statement
Full Stack Developer,1400,80,17.5,Database ERD
Full Stack Developer,1100,82,13.41,Project Scope Statement
Full Stack Developer,900,80,11.25,Database ERD
Full Stack Developer,27000,44,613.64,Logging and Audit Trail Spec
Full Stack Developer,27000,44,613.64,Payment Gateway Integration Doc
Full Stack Developer,15000,37,405.41,Multi-tenancy Architecture Doc
Full Stack Developer,13000,35,371.43,User Roles and Permissions Matrix
Full Stack Developer,9200,47,195.74,Real-Time Feature Spec
Full Stack Developer,7500,70,107.14,Email and Notification Templates
Full Stack Developer,5200,65,80.0,Search Feature Requirements
Full Stack Developer,3000,85,35.29,Database ERD
Full Stack Developer,23000,43,534.88,Logging and Audit Trail Spec
Full Stack Developer,19000,40,475.0,Payment Gateway Integration Doc
Full Stack Developer,10500,47,223.4,Admin Panel Requirements
Full Stack Developer,8200,45,182.22,Deployment Checklist
Full Stack Developer,6200,67,92.54,Onboarding Flow Documentation
Full Stack Developer,4200,63,66.67,Localization and i18n Plan
Full Stack Developer,2600,83,31.33,Project Scope Statement
Full Stack Developer,17500,39,448.72,Infrastructure as Code Setup
Full Stack Developer,9800,48,204.17,Session Management Policy
Full Stack Developer,7200,70,102.86,File Upload Specification
Full Stack Developer,4800,64,75.0,Feature Flag Configuration
Full Stack Developer,1800,82,21.95,Database ERD
UI/UX Designer,15000,24,625.0,Component Library Documentation
UI/UX Designer,15000,24,625.0,User Journey Maps
UI/UX Designer,14000,24,583.33,Design Tokens Export
UI/UX Designer,14000,24,583.33,Content Audit Document
UI/UX Designer,13000,25,520.0,Component Library Documentation
UI/UX Designer,13000,25,520.0,Design QA Checklist
UI/UX Designer,12000,26,461.54,User Journey Maps
UI/UX Designer,12000,26,461.54,Figma or XD Source Files
UI/UX Designer,11000,26,423.08,Design Tokens Export
UI/UX Designer,11000,26,423.08,Prototype Link and Credentials
UI/UX Designer,10000,25,400.0,Content Audit Document
UI/UX Designer,10000,25,400.0,Icon Set Source Files
UI/UX Designer,9500,25,380.0,Component Library Documentation
UI/UX Designer,9500,25,380.0,Dark Mode Design Spec
UI/UX Designer,9000,26,346.15,User Journey Maps
UI/UX Designer,9000,26,346.15,Heuristic Evaluation Report
UI/UX Designer,8500,38,223.68,Component Library Documentation
UI/UX Designer,8500,38,223.68,Content Audit Document
UI/UX Designer,8000,40,200.0,User Journey Maps
UI/UX Designer,8000,40,200.0,Accessibility Requirements
UI/UX Designer,7500,40,187.5,Design QA Checklist
UI/UX Designer,7500,40,187.5,Motion Design Spec
UI/UX Designer,7000,40,175.0,Competitor UX Analysis
UI/UX Designer,7000,40,175.0,Onboarding UX Flow
UI/UX Designer,6500,38,171.05,Information Architecture Doc
UI/UX Designer,6500,38,171.05,Icon Set Source Files
UI/UX Designer,5500,55,100.0,Usability Testing Report
UI/UX Designer,5500,55,100.0,Content Audit Document
UI/UX Designer,5000,55,90.91,Wireframes and Mockups
UI/UX Designer,5000,55,90.91,Heuristic Evaluation Report
UI/UX Designer,4500,55,81.82,User Persona Profiles
UI/UX Designer,4500,55,81.82,Competitor UX Analysis
UI/UX Designer,4000,52,76.92,Copy and Microcopy Guidelines
UI/UX Designer,4000,52,76.92,Information Architecture Doc
UI/UX Designer,2800,78,35.9,User Persona Profiles
UI/UX Designer,2800,78,35.9,Brand Style Guide
UI/UX Designer,2400,76,31.58,Wireframes and Mockups
UI/UX Designer,2000,74,27.03,User Persona Profiles
UI/UX Designer,1800,78,23.08,Brand Style Guide
UI/UX Designer,1500,78,19.23,Wireframes and Mockups
UI/UX Designer,1200,76,15.79,User Persona Profiles
UI/UX Designer,1000,74,13.51,Brand Style Guide
UI/UX Designer,16000,26,615.38,Content Audit Document
UI/UX Designer,16000,26,615.38,Component Library Documentation
UI/UX Designer,13500,26,519.23,User Journey Maps
UI/UX Designer,11500,27,425.93,Content Audit Document
UI/UX Designer,9800,27,362.96,Design Tokens Export
UI/UX Designer,8200,40,205.0,Component Library Documentation
UI/UX Designer,7200,40,180.0,Content Audit Document
UI/UX Designer,6000,57,105.26,User Journey Maps
UI/UX Designer,5200,56,92.86,Usability Testing Report
UI/UX Designer,4200,54,77.78,Copy and Microcopy Guidelines
UI/UX Designer,3200,76,42.11,Wireframes and Mockups
UI/UX Designer,2200,76,28.95,User Persona Profiles
UI/UX Designer,14500,25,580.0,Content Audit Document
UI/UX Designer,10500,26,403.85,Heuristic Evaluation Report
UI/UX Designer,8800,40,220.0,Accessibility Requirements
UI/UX Designer,6800,57,119.3,Competitor UX Analysis
UI/UX Designer,4800,56,85.71,Motion Design Spec
UI/UX Designer,2600,78,33.33,Brand Style Guide
UI/UX Designer,12500,27,462.96,User Journey Maps
UI/UX Designer,9500,27,351.85,Design QA Checklist
UI/UX Designer,7500,40,187.5,Icon Set Source Files
UI/UX Designer,5800,57,101.75,Information Architecture Doc
UI/UX Designer,3800,55,69.09,Usability Testing Report
UI/UX Designer,1800,76,23.68,User Persona Profiles
UI/UX Designer,17000,28,607.14,Content Audit Document
UI/UX Designer,17000,28,607.14,User Journey Maps
UI/UX Designer,11200,27,414.81,Component Library Documentation
UI/UX Designer,7800,40,195.0,Dark Mode Design Spec
UI/UX Designer,6200,58,106.9,Copy and Microcopy Guidelines
UI/UX Designer,3400,77,44.16,Wireframes and Mockups
UI/UX Designer,1300,76,17.11,Brand Style Guide
Frontend Developer,16000,30,533.33,Performance Benchmarks
Frontend Developer,16000,30,533.33,Accessibility Audit Report
Frontend Developer,14000,30,466.67,Responsive Design Spec
Frontend Developer,14000,30,466.67,Frontend Tech Stack Agreement
Frontend Developer,13000,29,448.28,Accessibility Audit Report
Frontend Developer,13000,29,448.28,UI Component Specifications
Frontend Developer,12000,28,428.57,Performance Benchmarks
Frontend Developer,12000,28,428.57,Cross-Device Testing Report
Frontend Developer,11000,28,392.86,Accessibility Audit Report
Frontend Developer,11000,28,392.86,Build and Bundle Config
Frontend Developer,10000,26,384.62,Font and Icon License Files
Frontend Developer,10000,26,384.62,PWA Manifest and Config
Frontend Developer,9500,26,365.38,Accessibility Audit Report
Frontend Developer,9500,26,365.38,Browser Compatibility Matrix
Frontend Developer,9000,27,333.33,Performance Benchmarks
Frontend Developer,9000,27,333.33,Responsive Design Spec
Frontend Developer,8500,44,193.18,Accessibility Audit Report
Frontend Developer,8500,44,193.18,Frontend Tech Stack Agreement
Frontend Developer,8000,44,181.82,Performance Benchmarks
Frontend Developer,8000,44,181.82,State Management Plan
Frontend Developer,7500,44,170.45,Responsive Design Spec
Frontend Developer,7500,44,170.45,Error Boundary Strategy
Frontend Developer,7000,42,166.67,Animation and Motion Guidelines
Frontend Developer,7000,42,166.67,Cross-Device Testing Report
Frontend Developer,6500,42,154.76,Accessibility Audit Report
Frontend Developer,6500,42,154.76,UI Component Specifications
Frontend Developer,5500,58,94.83,Asset Delivery Guidelines
Frontend Developer,5500,58,94.83,Animation and Motion Guidelines
Frontend Developer,5000,58,86.21,State Management Plan
Frontend Developer,5000,58,86.21,Browser Compatibility Matrix
Frontend Developer,4500,56,80.36,Error Boundary Strategy
Frontend Developer,4500,56,80.36,Build and Bundle Config
Frontend Developer,4000,55,72.73,PWA Manifest and Config
Frontend Developer,4000,55,72.73,Asset Delivery Guidelines
